Date,hr,COAST,EAST,FWEST,NCENT,NORTH,SCENT,SOUTH,WEST
01/01/17,0,2156.548,2055.105,2032.764,2191.746,2092.022,2139.002,2036.619,2032.015
01/01/17,1,2143.74,2038.712,2023.822,2183.176,2079.858,2121.499,2023.299,2021.9
01/01/17,2,2135.529,2028.495,2018.894,2178.624,2068.934,2109.76,2012.61,2014.771
01/01/17,3,2122.625,2021.178,2012.651,2172.48,2059.21,2101.607,2001.548,2007.933
01/01/17,4,2129.245,2027.227,2016.346,2179.53,2063.331,2104.428,2000.507,2010.345
01/01/17,5,2145.928,2049.08,2026.387,2197.555,2076.31,2115.86,2013.948,2020.953
01/01/17,6,2178.833,2073.393,2045.961,2236.331,2106.85,2150.062,2036.349,2045.161
01/01/17,7,2182.13,2080.753,2048.598,2241.914,2119.605,2174.362,2046.84,2051.741
01/01/17,8,2178.06,2097.868,2049.427,2223.565,2116.701,2166.43,2047.189,2050.147
01/01/17,9,2198.331,2102.843,2055.766,2225.342,2116.89,2173.198,2059.512,2052.93
01/01/17,10,2226.842,2123.004,2067.01,2237.013,2127.093,2196.857,2083.004,2066.938
01/01/17,11,2244.186,2131.731,2076.665,2250.199,2134.104,2219.661,2103.914,2080.541
01/01/17,12,2261.44,2144.46,2084.686,2261.551,2142.076,2234.88,2122.428,2089.392
01/01/17,13,2272.887,2148.214,2089.528,2271.418,2149.925,2245.476,2133.952,2098.155
01/01/17,14,2279.923,2148.615,2097.941,2276.894,2155.502,2252.816,2144.564,2104.596
01/01/17,15,2289.008,2151.149,2105.695,2281.317,2161.996,2258.6,2155.159,2112.713
01/01/17,16,2305.634,2172.131,2124.113,2293.909,2184.099,2283.156,2172.233,2129.18
01/01/17,17,2326.566,2188.335,2129.561,2317.641,2204.915,2302.945,2175.699,2134.704
01/01/17,18,2337.571,2189.315,2135.253,2335.101,2216.487,2314.622,2189.621,2147.454
01/01/17,19,2314.265,2169.919,2123.518,2317.542,2197.707,2294.879,2166.703,2132.089
01/01/17,20,2294.14,2162.609,2115.056,2302.671,2190.622,2273.245,2149.475,2120.796
01/01/17,21,2282.358,2153.912,2111.967,2291.696,2186.904,2262.257,2139.173,2114.957
01/01/17,22,2260.156,2137.674,2104.933,2272.84,2171.068,2242.352,2124.858,2106.559
01/01/17,23,2235.128,2123.252,2102.954,2261.049,2163.358,2226.383,2115.562,2103.06
01/02/17,0,1940.204,1820.412,1798.083,1943.35,1860.382,1911.022,1814.338,1796.484
01/02/17,1,1945.372,1823.244,1809.552,1954.122,1866.97,1914.056,1821.004,1805.704
01/02/17,2,1946.283,1824.856,1813.87,1958.59,1866.557,1910.477,1821.26,1808.891
01/02/17,3,1945.78,1831.815,1820.537,1963.395,1869.878,1915.281,1822.875,1814.463
01/02/17,4,1970.267,1856.746,1841.64,1985.894,1890.428,1935.448,1838.339,1833.72
01/02/17,5,1993.006,1885.249,1857.46,2010.881,1910.825,1952.701,1859.402,1850.114
01/02/17,6,2049.18,1932.606,1899.519,2073.235,1964.845,2008.054,1906.658,1896.715
01/02/17,7,2077.663,1957.443,1922.67,2102.637,1997.181,2051.467,1936.116,1925.586
01/02/17,8,2072.944,1977.122,1928.343,2095.175,1998.498,2048.389,1939.41,1929.013
01/02/17,9,2102.764,1993.087,1945.668,2115.559,2010.659,2070.02,1965.701,1943.782
01/02/17,10,2137.234,2024.938,1969.274,2150.507,2032.919,2109.928,2000.918,1970.436
01/02/17,11,2158.614,2043.965,1986.066,2181.655,2050.349,2144.484,2031.657,1992.761
01/02/17,12,2167.337,2050.713,1986.772,2189.796,2051.846,2152.83,2045.05,1994.149
01/02/17,13,2171.964,2054.168,1989.616,2196.86,2058.017,2160.316,2053.178,1998.881
01/02/17,14,2191.232,2068.983,2010.591,2214.853,2077.284,2178.808,2077.605,2017.79
01/02/17,15,2200.844,2073.845,2016.931,2221.748,2083.847,2181.222,2085.805,2025.608
01/02/17,16,2203.022,2078.169,2019.545,2217.585,2088.908,2187.593,2087.655,2026.913
01/02/17,17,2222.656,2093.137,2027.979,2234.13,2108.1,2210.86,2092.012,2034.529
01/02/17,18,2219.303,2086.378,2027.435,2230.744,2113.106,2214.636,2095.704,2039.226
01/02/17,19,2187.39,2053.197,2006.201,2198.608,2085.02,2183.652,2058.374,2014.423
01/02/17,20,2140.521,2017.103,1972.122,2154.032,2050.552,2134.653,2012.964,1977.608
01/02/17,21,2093.883,1974.662,1938.972,2105.127,2013.396,2092.096,1967.68,1938.948
01/02/17,22,2047.675,1935.231,1909.732,2063.209,1974.038,2050.247,1927.105,1907.48
01/02/17,23,2030.87,1929.086,1916.345,2056.067,1973.477,2040.1,1924.382,1911.006
01/03/17,0,2439.124,2342.24,2321.964,2473.647,2397.276,2431.562,2328.235,2324.584
01/03/17,1,2410.563,2318.916,2300.228,2449.273,2374.64,2402.282,2299.568,2300.565
01/03/17,2,2391.087,2301.664,2283.342,2428.597,2354.372,2381.404,2278.531,2282.432
01/03/17,3,2372.48,2287.52,2272.038,2415.21,2337.72,2368.924,2261.521,2270.226
01/03/17,4,2392.019,2310.378,2287.734,2432.261,2350.959,2384.497,2272.818,2286.774
01/03/17,5,2469.173,2385.761,2346.217,2505.754,2419.223,2454.4,2339.602,2344.91
01/03/17,6,2578.712,2484.722,2432.933,2644.123,2527.668,2587.073,2428.301,2437.244
01/03/17,7,2662.538,2571.868,2520.22,2758.698,2624.905,2680.779,2509.976,2532.283
01/03/17,8,2734.016,2655.2,2584.467,2826.295,2696.915,2730.982,2569.368,2603.196
01/03/17,9,2785.831,2690.78,2613.243,2860.807,2719.158,2760.937,2603.265,2632.616
01/03/17,10,2820.871,2715.504,2628.312,2884.908,2731.266,2787.278,2630.88,2651.878
01/03/17,11,2837.309,2721.842,2631.749,2891.309,2732.678,2801.464,2648.213,2655.449
01/03/17,12,2853.018,2728.548,2631.593,2893.246,2733.528,2812.077,2664.889,2656.912
01/03/17,13,2871.797,2741.355,2641.91,2906.063,2745.48,2831.302,2686.388,2667.333
01/03/17,14,2881.733,2744.824,2647.675,2904.596,2748.15,2842.2,2697.949,2669.951
01/03/17,15,2870.06,2727.033,2632.521,2881.787,2730.288,2829.157,2687.343,2655.09
01/03/17,16,2830.493,2695.946,2601.857,2837.475,2695.718,2792.308,2657.475,2623.512
01/03/17,17,2778.972,2646.651,2555.156,2790.409,2655.652,2754.032,2606.983,2574.165
01/03/17,18,2751.568,2617.854,2536.136,2771.074,2644.575,2739.136,2592.855,2561.642
01/03/17,19,2711.403,2588.563,2513.853,2738.82,2612.867,2707.187,2559.047,2535.827
01/03/17,20,2673.378,2553.939,2487.61,2706.499,2592.213,2671.576,2524.351,2506.989
01/03/17,21,2616.16,2507.732,2451.809,2661.766,2550.742,2624.15,2473.361,2466.445
01/03/17,22,2545.167,2451.904,2407.688,2605.646,2497.089,2558.299,2417.967,2416.714
01/03/17,23,2473.395,2392.517,2360.817,2547.702,2445.734,2490.49,2364.006,2369.385
01/04/17,0,2429.268,2361.258,2330.448,2516.394,2414.98,2441.904,2322.589,2338.475
01/04/17,1,2404.214,2336.297,2309.437,2495.304,2396.118,2416.433,2295.56,2315.751
01/04/17,2,2387.952,2318.877,2293.856,2478.685,2378.843,2396.154,2272.868,2298.667
01/04/17,3,2371.045,2306.574,2282.205,2469.541,2362.709,2382.967,2256.721,2286.131
01/04/17,4,2390.719,2329.905,2297.853,2492.65,2379.185,2403.473,2269.27,2304.79
01/04/17,5,2470.411,2408.267,2356.457,2569.59,2450.133,2477.273,2334.897,2364.075
01/04/17,6,2584.771,2507.866,2444.219,2710.326,2561.959,2606.914,2421.849,2459
01/04/17,7,2676.529,2603.905,2532.533,2826.297,2657.128,2706.954,2514.527,2555.733
01/04/17,8,2733.617,2684.381,2597.907,2888.097,2726.159,2767.243,2576.041,2627.046
01/04/17,9,2773.502,2714.53,2626.146,2913.396,2745.799,2794.626,2603.012,2652.566
01/04/17,10,2798.673,2729.332,2638.242,2925.124,2753.414,2811.577,2619.255,2666.971
01/04/17,11,2800.142,2726.887,2637.591,2918.836,2749.457,2812.08,2625.134,2665.819
01/04/17,12,2804.758,2723.988,2633.826,2912.107,2747.095,2807.924,2631.992,2663.375
01/04/17,13,2813.524,2735.584,2643.658,2917.783,2754.409,2815.33,2642.573,2671.232
01/04/17,14,2814.02,2735.219,2648.087,2913.223,2753.761,2817.371,2649.367,2673.151
01/04/17,15,2799.847,2715.408,2631.049,2887.305,2736.591,2800.342,2635.523,2659.584
01/04/17,16,2769.301,2691.358,2600.315,2848.49,2704.49,2769.427,2606.967,2630.927
01/04/17,17,2741.026,2651.482,2553.506,2809.853,2667.349,2737.534,2566.447,2581.528
01/04/17,18,2729.454,2631.965,2535.586,2800.16,2657.723,2725.655,2559.779,2570.202
01/04/17,19,2696.12,2606.079,2516.37,2771.845,2629.539,2700.766,2534.687,2546.027
01/04/17,20,2663.189,2572.088,2492.234,2743.456,2611.716,2672.132,2508.014,2517.228
01/04/17,21,2612.898,2524.44,2456.286,2698.785,2571.401,2627.142,2462.309,2478.402
01/04/17,22,2549.83,2471.402,2413.737,2642.759,2518.652,2566.002,2411.103,2430.392
01/04/17,23,2480.442,2412.51,2366.82,2584.501,2467.354,2503.969,2359.027,2382.892
01/05/17,0,2441.037,2362.432,2332.245,2533.734,2429.063,2435.431,2319.745,2339.733
01/05/17,1,2416.838,2340.059,2310.966,2511.899,2409.263,2407.05,2293.866,2316.527
01/05/17,2,2402.432,2323.923,2292.225,2495.22,2391.821,2386.614,2273.567,2299.746
01/05/17,3,2384.351,2310.997,2281.709,2484.565,2375.825,2373.894,2258.094,2288.85
01/05/17,4,2404.467,2331.596,2298.652,2505.385,2390.766,2392.038,2271.199,2305.344
01/05/17,5,2482.168,2409.062,2358.715,2582.255,2460.519,2463.866,2338.53,2365.488
01/05/17,6,2595.247,2508.956,2446.24,2722.522,2572.502,2594.956,2427.883,2459.534
01/05/17,7,2685.285,2604.321,2535.5,2840.229,2670.052,2693.623,2514.382,2556.013
01/05/17,8,2741.205,2683.721,2601.628,2903.546,2738.696,2748.101,2573.722,2627.306
01/05/17,9,2780.528,2714.754,2630.224,2926.808,2754.297,2774.853,2603.864,2654.915
01/05/17,10,2805.237,2733.976,2644.731,2936.736,2761.036,2794.884,2625.808,2669.849
01/05/17,11,2805.423,2732.838,2644.859,2929.399,2757.263,2802.592,2637.252,2670.456
01/05/17,12,2812.607,2731.104,2641.711,2921.771,2753.086,2807.322,2648.598,2668.626
01/05/17,13,2820.898,2741.179,2650.002,2925.97,2759.922,2820.037,2665.1,2676.373
01/05/17,14,2824.002,2740.631,2649.574,2919.691,2758.066,2828.626,2675.425,2675.766
01/05/17,15,2809.582,2721.391,2631.129,2893.019,2738.556,2810.72,2662.45,2660.079
01/05/17,16,2780.141,2695.733,2601.314,2851.77,2704.731,2772.546,2635.663,2627.436
01/05/17,17,2751.388,2653.403,2556.911,2811.99,2667.145,2732.441,2593.667,2581.357
01/05/17,18,2734.333,2630.067,2544.462,2800.568,2662.119,2726.765,2583.739,2572.859
01/05/17,19,2699.53,2604.23,2524.5,2774.175,2632.025,2700.887,2553.082,2549.315
01/05/17,20,2664.911,2571.02,2500.459,2746.099,2613.15,2668.443,2521.526,2522.213
01/05/17,21,2615.329,2526.274,2468.55,2703.237,2574.96,2621.982,2472.913,2482.509
01/05/17,22,2551.475,2474.078,2427.401,2648.73,2524.533,2559.125,2418.538,2433.446
01/05/17,23,2480.738,2416.207,2381.537,2593.207,2474.684,2495.502,2364.716,2388.87
01/06/17,0,2480.363,2408.361,2369.822,2593.907,2472.865,2497.259,2360.919,2380.994
01/06/17,1,2458.215,2387.982,2351.558,2574.916,2458.47,2472.009,2334.792,2359.897
01/06/17,2,2436.323,2364.932,2330.418,2554.617,2436.964,2445.103,2306.937,2338.541
01/06/17,3,2420.524,2352.299,2316.231,2542.355,2419.614,2430.975,2289.008,2323.875
01/06/17,4,2438.104,2370.798,2328.435,2563.04,2434.488,2448.422,2298.034,2338.068
01/06/17,5,2523.639,2452.866,2391.408,2643.736,2507.999,2528.569,2370.194,2401.867
01/06/17,6,2645.443,2555.68,2486.287,2786.415,2620.883,2666.064,2462.068,2506.051
01/06/17,7,2745.936,2647.554,2570.61,2902.906,2708.227,2766.786,2553.987,2598.478
01/06/17,8,2794.891,2715.914,2632.449,2959.804,2769.065,2828.078,2611.467,2665.95
01/06/17,9,2830.077,2744.795,2657.883,2975.934,2780.481,2847.267,2635.831,2688.978
01/06/17,10,2859.064,2767.245,2679.93,2984.059,2795.337,2866.321,2660.501,2704.548
01/06/17,11,2845.6,2757.913,2665.855,2962.081,2781.99,2855.241,2656.441,2694.337
01/06/17,12,2841.508,2747.112,2653.442,2945.279,2770.696,2842.15,2655.856,2688.911
01/06/17,13,2833.953,2742.67,2648.987,2929.36,2762.507,2834.249,2645.41,2683.162
01/06/17,14,2810.806,2725.322,2632.596,2899.999,2740.034,2813.804,2631.512,2661.589
01/06/17,15,2786.392,2699.759,2604.671,2862.792,2711.892,2788.207,2609.052,2639.465
01/06/17,16,2759.952,2676.714,2574.07,2828.171,2684.835,2759.077,2580.646,2611.617
01/06/17,17,2748.335,2642.107,2533.526,2803.855,2656.765,2737.042,2550.172,2572.693
01/06/17,18,2724.014,2606.805,2508.87,2783.523,2639.722,2713.177,2537.84,2552.085
01/06/17,19,2685.649,2573.643,2485.768,2751.029,2601.838,2683.625,2508.099,2521.938
01/06/17,20,2658.587,2548.738,2470.215,2729.028,2588.54,2665.678,2485.062,2497.191
01/06/17,21,2615.356,2511.672,2442.544,2695.526,2556.795,2625.003,2445.249,2463.185
01/06/17,22,2553.584,2459.563,2398.298,2641.67,2508.864,2562.72,2392.095,2409.328
01/06/17,23,2466.544,2387.177,2332.467,2568.076,2441.338,2484.77,2324.779,2343.915
01/07/17,0,2345.484,2257.091,2217.75,2461.271,2319.478,2357.646,2206.779,2227.788
01/07/17,1,2323.113,2234.398,2200.27,2442.803,2301.866,2337.458,2184.504,2206.572
01/07/17,2,2304.592,2221.776,2183.797,2430.599,2290.146,2318.033,2165.289,2190.324
01/07/17,3,2283.338,2203.558,2164.794,2415.908,2273.487,2295.227,2146.32,2171.046
01/07/17,4,2278.469,2201.568,2156.481,2413.079,2269.629,2293.188,2137.127,2164.013
01/07/17,5,2313.267,2240.085,2178.615,2442.016,2296.528,2324.892,2161.263,2187.64
01/07/17,6,2365.211,2275.773,2211.093,2498.175,2340.926,2379.615,2200.26,2228.069
01/07/17,7,2395.942,2295.08,2228.556,2526.45,2353.052,2399.49,2213.391,2248.539
01/07/17,8,2416.336,2317.419,2253.009,2527.429,2362.578,2408.33,2243.171,2274.541
01/07/17,9,2425.163,2317.547,2258.23,2519.074,2361.479,2416.238,2250.628,2278.097
01/07/17,10,2424.047,2315.039,2253.492,2502.944,2349.94,2413.657,2250.763,2272.705
01/07/17,11,2406.144,2293.922,2237.489,2475.841,2331.784,2392.44,2236.031,2260.096
01/07/17,12,2389.615,2272.266,2217.451,2447.74,2308.532,2374.447,2221.951,2241.805
01/07/17,13,2380.357,2265.853,2208.184,2425.95,2298.847,2361.197,2219.105,2234.662
01/07/17,14,2364.359,2256.778,2199.727,2408.454,2287.369,2352.073,2215.938,2226.133
01/07/17,15,2354.622,2248.228,2190.996,2389.571,2278.722,2341.149,2204.08,2217.926
01/07/17,16,2351.766,2252.347,2188.585,2381.839,2276.984,2338.375,2202.436,2213.74
01/07/17,17,2373.407,2276.278,2193.327,2414.584,2291.343,2356.967,2213.701,2216.946
01/07/17,18,2413.658,2295.564,2212.317,2453.304,2326.737,2403.344,2250.391,2246.279
01/07/17,19,2401.453,2287.061,2203.687,2448.333,2310.275,2395.24,2238.791,2235.522
01/07/17,20,2386.454,2272.603,2194.23,2439.113,2298.998,2384.076,2219.571,2219.048
01/07/17,21,2361.735,2245.109,2179.466,2418.564,2277.408,2359.322,2192.448,2197.023
01/07/17,22,2319.726,2211.142,2151.345,2381.786,2241.89,2316.64,2157.163,2162.578
01/07/17,23,2271.095,2171.447,2117.265,2345.746,2200.963,2273.135,2119.634,2129.717
01/08/17,0,2176.544,2094.445,2057.23,2264.363,2139.779,2185.461,2042.465,2055.625
01/08/17,1,2167.029,2082.131,2048.965,2258.415,2132.466,2177.635,2036.504,2047.832
01/08/17,2,2161.288,2079.506,2044.114,2258.941,2127.745,2170.114,2027.191,2043.108
01/08/17,3,2153.18,2074.467,2038.505,2254.519,2121.911,2160.045,2023.138,2036.771
01/08/17,4,2163.519,2081.745,2041.914,2264.373,2126.645,2167.843,2021.565,2040.443
01/08/17,5,2187.914,2106.048,2052.378,2283.487,2143.415,2187.648,2037.29,2052.365
01/08/17,6,2219.683,2129.636,2071.472,2321.14,2175.298,2219.469,2057.063,2077.287
01/08/17,7,2228.086,2134.541,2074.207,2325.459,2179.225,2235.575,2059.546,2084.076
01/08/17,8,2215.689,2137.29,2073.438,2304.093,2171.604,2220.368,2061.59,2081.93
01/08/17,9,2219.586,2132.493,2075.507,2292.266,2164.469,2215.282,2069.458,2078.624
01/08/17,10,2229.79,2139.719,2080.672,2287.893,2163.723,2221.64,2076.288,2085.702
01/08/17,11,2234.178,2137.206,2083.431,2288.021,2165.394,2231.112,2082.386,2093.25
01/08/17,12,2234.219,2137.114,2085.645,2287.19,2163.565,2236.222,2089.393,2095.914
01/08/17,13,2238.716,2140.311,2087.791,2287.87,2164.2,2237.938,2089.388,2099.6
01/08/17,14,2240.364,2143.184,2089.788,2285.293,2163.762,2239.883,2096.591,2101.38
01/08/17,15,2248.302,2146.203,2096.459,2288.452,2169.903,2249.47,2102.015,2107.917
01/08/17,16,2269.958,2168.954,2115.125,2305.681,2187.311,2272.568,2119.298,2124.011
01/08/17,17,2296.075,2193.729,2121.696,2337.607,2208.466,2294.213,2128.236,2133.226
01/08/17,18,2319.458,2203.335,2130.836,2362.62,2235.729,2320.955,2155.981,2152.406
01/08/17,19,2306.962,2188.378,2122.68,2352.733,2219.14,2307.829,2147.164,2140.916
01/08/17,20,2296.865,2180.852,2115.571,2340.298,2210.485,2295.724,2134.942,2131.39
01/08/17,21,2288.933,2178.062,2115.603,2331.238,2211.05,2287.347,2126.924,2128.294
01/08/17,22,2273.414,2170.05,2114.323,2316.224,2199.252,2271.323,2119.016,2122.697
01/08/17,23,2253.976,2163.455,2114.032,2308.307,2192.219,2254.294,2112.937,2122.568
01/09/17,0,2277.778,2187.663,2161.217,2323.775,2226.218,2275.709,2128.581,2156.585
01/09/17,1,2268.143,2175.316,2153.554,2319.753,2225.856,2270.046,2119.781,2149.764
01/09/17,2,2270.584,2178.605,2153.342,2322.824,2222.473,2265.723,2115.059,2150.457
01/09/17,3,2267.212,2179.214,2154.845,2325.233,2217.675,2259.002,2115.504,2149.31
01/09/17,4,2312.392,2226.465,2191.726,2371.311,2252.367,2297.899,2150.722,2190.937
01/09/17,5,2403.119,2315.931,2260.754,2456.189,2331.489,2383.731,2227.808,2261.153
01/09/17,6,2541.16,2441.597,2373.981,2618.142,2465.644,2541.938,2343.289,2379.969
01/09/17,7,2655.057,2561.019,2485.206,2750.984,2583.549,2659.43,2453.897,2497.475
01/09/17,8,2726.818,2657.999,2563.865,2833.14,2672.117,2730.281,2534.775,2585.211
01/09/17,9,2774.977,2694.532,2598.982,2862.171,2700.878,2765.355,2573.894,2617.451
01/09/17,10,2798.318,2706.054,2611.822,2870.101,2710.329,2782.373,2594.155,2635.303
01/09/17,11,2804.597,2711.423,2619.215,2877.991,2713.429,2793.745,2608.345,2642.884
01/09/17,12,2813.979,2713.597,2617.478,2879.382,2718.356,2797.051,2616.319,2645.385
01/09/17,13,2820.434,2721.118,2624.994,2885.757,2723.905,2807.575,2627.633,2654.046
01/09/17,14,2827.866,2716.11,2624.126,2883.097,2718.067,2816.788,2635.759,2653.164
01/09/17,15,2821.493,2703.08,2616.803,2866.311,2706.284,2811.172,2628.669,2643.397
01/09/17,16,2797.948,2683.496,2593.829,2838.375,2681.867,2783.885,2610.061,2620.507
01/09/17,17,2766.122,2640.794,2551.929,2795.164,2644.702,2745.517,2576.095,2574.644
01/09/17,18,2732.839,2613.604,2519.051,2761.993,2621.575,2721.112,2564.942,2553.302
01/09/17,19,2706.782,2591.762,2503.153,2737.349,2600.903,2701.144,2542.471,2535.924
01/09/17,20,2673.715,2557.718,2481.693,2704.155,2580.084,2671.55,2516.724,2508.324
01/09/17,21,2626.193,2515.122,2451.712,2661.852,2540.624,2626.555,2474.04,2472.189
01/09/17,22,2557.036,2457.915,2405.304,2598.515,2482.545,2558.737,2418.408,2416.119
01/09/17,23,2494.224,2407.676,2368.032,2541.121,2436.55,2501.189,2373.099,2375.731
01/10/17,0,2428.758,2344.836,2319.797,2476.723,2382.434,2421.943,2318.998,2318.133
01/10/17,1,2406.749,2320.094,2296.986,2457.365,2363.482,2395.576,2295.217,2295.09
01/10/17,2,2390.842,2300.076,2279.914,2437.218,2343.112,2375.787,2275.542,2278.398
01/10/17,3,2376.614,2286,2268.868,2426.058,2326.751,2364.966,2261.01,2265.762
01/10/17,4,2397.857,2313.817,2284.38,2445.196,2343.988,2381.817,2272.983,2283.874
01/10/17,5,2478.563,2389.273,2343.423,2519.485,2411.165,2452.661,2341.987,2342.328
01/10/17,6,2594.118,2488.169,2430.469,2659.504,2517.868,2585.345,2432.348,2433.117
01/10/17,7,2686.662,2583.952,2517.906,2780.667,2612.966,2691.823,2519.436,2526.225
01/10/17,8,2752.444,2671.723,2580.087,2842.98,2688.846,2753.359,2582.903,2598.612
01/10/17,9,2806.11,2712.719,2609.855,2877.34,2714.984,2789.795,2616.981,2627.519
01/10/17,10,2847.458,2736.678,2625.946,2905.337,2729.325,2814.109,2642.384,2647.617
01/10/17,11,2859.593,2746.537,2630.999,2917.304,2733.065,2829.022,2656.754,2654.014
01/10/17,12,2871.529,2757.764,2631.668,2927.777,2741.889,2839.461,2669.918,2660.343
01/10/17,13,2886.493,2769.811,2641.496,2944.009,2755.786,2857.097,2688.256,2677.024
01/10/17,14,2888.409,2770.169,2647.827,2949.306,2762.146,2868.525,2699.233,2683.843
01/10/17,15,2871.996,2746.795,2635.355,2927.29,2739.716,2853.252,2685.702,2671.79
01/10/17,16,2833.308,2715.849,2604.354,2885.851,2695.956,2820.108,2656.627,2641.736
01/10/17,17,2794.233,2668.209,2560.045,2827.191,2651.963,2774.81,2608.963,2588.279
01/10/17,18,2777.209,2641.159,2538.455,2792.151,2635.272,2752.493,2602.042,2568.501
01/10/17,19,2738.684,2611.382,2514.109,2750.463,2605.409,2718.575,2569.779,2538.888
01/10/17,20,2699.102,2577.335,2485.516,2707.593,2581.318,2682.782,2536.314,2504.349
01/10/17,21,2645.639,2525.029,2447.72,2654.009,2537.533,2634.022,2486.396,2462.999
01/10/17,22,2577.091,2464.223,2400.978,2590.887,2485.714,2562.238,2430.417,2412.295
01/10/17,23,2501.544,2397.479,2353.905,2528.096,2428.351,2493.528,2374.695,2362.879
01/11/17,0,2446.371,2362.115,2313.377,2491.078,2383.196,2435.097,2323.888,2318.747
01/11/17,1,2419.66,2335.535,2290.789,2467.985,2361.264,2407.88,2296.726,2293.746
01/11/17,2,2401.645,2315.843,2273.975,2446.831,2340.981,2385.174,2275.996,2275.357
01/11/17,3,2385.325,2301.644,2261.718,2434.094,2321.479,2373.08,2260.985,2261.733
01/11/17,4,2407.025,2325.223,2277.085,2453.245,2334.959,2389.746,2273.094,2279.529
01/11/17,5,2485.033,2401.215,2335.973,2525.787,2401.267,2458.676,2339.55,2338.031
01/11/17,6,2598.232,2500.953,2423.211,2667.087,2507.417,2587.188,2430.259,2427.507
01/11/17,7,2689.751,2594.416,2510.743,2783.641,2604.157,2686.709,2513.518,2519.57
01/11/17,8,2759.45,2682.884,2574.524,2850.47,2681.617,2748.823,2579.657,2595.5
01/11/17,9,2813.152,2724.89,2608.299,2889.407,2714.973,2788.019,2619.953,2630.294
01/11/17,10,2854.863,2749.963,2627.18,2918.545,2736.429,2818.404,2649.123,2654.101
01/11/17,11,2870.353,2758.26,2631.906,2932.04,2745.515,2837.093,2665.571,2663.009
01/11/17,12,2882.524,2768.758,2635.857,2942.96,2756.98,2848.46,2682.481,2671.108
01/11/17,13,2899.934,2782.875,2652.228,2963.09,2773.711,2867.34,2700.982,2687.218
01/11/17,14,2903.603,2785.688,2659.982,2971.739,2782.332,2877.821,2712.098,2695.678
01/11/17,15,2889.452,2765.153,2645.791,2950.566,2767.945,2860.949,2698.831,2684.18
01/11/17,16,2851.282,2735.425,2614.229,2910.73,2734.751,2824.656,2669.056,2655.448
01/11/17,17,2807.246,2685.326,2565.427,2853.966,2687.016,2784.597,2623.438,2599.82
01/11/17,18,2786.38,2654.921,2544.68,2825.394,2667.473,2764.215,2612.296,2581.572
01/11/17,19,2744.355,2622.896,2519.829,2784.646,2630.11,2727.503,2578.403,2550.154
01/11/17,20,2704.735,2584.78,2492.184,2742.625,2604.805,2689.92,2544.079,2515.422
01/11/17,21,2647.638,2532.385,2450.972,2688.374,2557.845,2640.745,2491.304,2470.901
01/11/17,22,2577.276,2471.285,2402.924,2620.243,2499.625,2570.131,2433.296,2417.715
01/11/17,23,2501.037,2406.932,2351.677,2549.792,2441.995,2498.769,2378.406,2366.742
01/12/17,0,2460.193,2370.532,2314.947,2510.771,2378.501,2440.877,2336.929,2318.27
01/12/17,1,2433.249,2344.463,2292.752,2483.392,2355.985,2414.293,2309.718,2293.541
01/12/17,2,2415.008,2325.994,2275.92,2458.062,2332.152,2394.689,2289.285,2274.58
01/12/17,3,2396.962,2313.65,2264.214,2443.475,2315.586,2383.702,2274.731,2261.422
01/12/17,4,2419.875,2338.576,2280.085,2462.047,2327.942,2401.781,2287.16,2278.925
01/12/17,5,2500.598,2413.612,2337.7,2536.573,2396.587,2472.92,2354.734,2336.536
01/12/17,6,2615.533,2514.686,2423.9,2680.181,2501.054,2601.646,2446.42,2428.773
01/12/17,7,2710.283,2603.992,2511.794,2800.064,2599.354,2706.796,2532.187,2524.27
01/12/17,8,2778.449,2690.424,2575.844,2863.229,2674.168,2772.322,2600.582,2601.388
01/12/17,9,2833.802,2729.245,2605.509,2899.511,2701.557,2812.162,2641.062,2632.735
01/12/17,10,2873.145,2756.487,2622.336,2922.435,2717.037,2841.963,2669.154,2655.202
01/12/17,11,2889.797,2766.264,2628.298,2932.562,2720.585,2859.443,2683.876,2660.197
01/12/17,12,2904.483,2775.612,2631.148,2939.537,2728.953,2870.339,2698.227,2664.599
01/12/17,13,2918.787,2795.855,2643.219,2955.233,2743.506,2887.129,2713.401,2677.127
01/12/17,14,2923.244,2799.026,2650.661,2957.181,2747.81,2898.569,2722.803,2680.539
01/12/17,15,2905.929,2781.499,2636.404,2929.775,2732.655,2880.081,2707.299,2665.689
01/12/17,16,2862.804,2747.208,2605.215,2882.208,2698.088,2845.98,2676.159,2635.867
01/12/17,17,2815.407,2690.958,2557.191,2817.413,2654.579,2800.896,2631.6,2584.486
01/12/17,18,2794.464,2658.86,2535.328,2782.373,2640.633,2779.857,2623.764,2570.058
01/12/17,19,2751.479,2623.449,2512.582,2741.319,2607.26,2739.793,2591.483,2541.537
01/12/17,20,2709.426,2585.108,2484.883,2700.907,2583.608,2700.706,2556.611,2508.623
01/12/17,21,2651.609,2532.321,2447.462,2645.728,2537.653,2647.276,2504.928,2466.121
01/12/17,22,2580.881,2472.388,2402.177,2583.991,2480.282,2575.601,2446.907,2414.766
01/12/17,23,2505.715,2409.929,2355.142,2520.187,2426.67,2506.715,2391.87,2364.565
01/13/17,0,2486.11,2384.602,2341.552,2504.66,2417.064,2474.252,2367.312,2343.419
01/13/17,1,2460.189,2357.532,2319.767,2482.425,2397.527,2447.184,2341.507,2319.207
