GAS,0.01789,5.437964,10149.30394
COAL,0.002339,15.981836,23667.10979
HYDRO,0.0667,299,7200
NUCLEAR,0.000005,-50.001905,0
WIND,0.022768,-32.215253,0
SOLAR,0.098862,-5.266121,0
WIND-C,0.022768,-32.215253,0
